VOLKRAJ,N,2,0;KSTRANA,N,3,0;PORCISLO,N,2,0;JMENO,C,40;PRIJMENI,C,30;TITULPRED,C,20;TITULZA,C,15;VEK,N,2,0;POVOLANI,C,30;BYDLISTEN,C,40;BYDLISTEK,N,6,0;PSTRANA,N,3,0;NSTRANA,N,3,0;PLATNOST,N,1,0;POCHLASU,N,7,0;POCPROC,N,6,2;POCPROCVSE,N,6,2;MANDAT,N,1,0;PORADIMAND,N,2,0;PORADINAHR,N,2,0
1;10;33;Miloslav;Danda;;;67;živnostník-technik;Máslovice;538469;99;716;0;;;;;;
1;10;34;Michaela;Vrtílková;;;30;asistentka ředitele;Praha;1;99;716;0;;;;;;
1;10;35;Renáta;Kolmašová;;;35;obchodní zástupce;Sibřina;538761;99;716;0;;;;;;
1;10;36;Viktor;Paggio;;;32;živnostník;Praha;1;769;716;0;;;;;;
1;11;1;Daniel;Herman;Mgr.;;50;tiskový mluvčí KDU-ČSL, lektor;Praha;1;1;1;0;;;;;;
1;11;2;Daniela;Rázková;PhDr.;;51;předsedkyně o.s. Polovina nebe;Praha;1;1;1;0;;;;;;
1;11;3;Jan;Wolf;;;41;obch.ředitel, starosta orla;Praha;1;1;1;0;;;;;;
1;11;4;Ondřej;Závodský;JUDr.;Ph.D.;33;právník, úspěšný oznamovatel;Praha;1;99;1;0;;;;;;
1;11;5;Marián;Hošek;MUDr.;;62;zubní lékař;Praha;1;1;1;0;;;;;;
1;11;6;Jan;Čižinský;Mgr.;;35;učitel;Praha;1;1;1;0;;;;;;
1;11;7;Pavel;Mareš;Mgr.;;37;redaktor Karmel.nakladatelství;Praha;1;1;1;0;;;;;;
1;11;8;Tom;Philipp;MUDr.;Ph.D., MBA;44;lékař, zást.ředitele nemocnice;Praha;1;1;1;0;;;;;;
1;11;9;Pavla;Tůmová;RNDr.;Ph.D.;39;bioložka, vědecká pracovnice;Praha;1;1;1;0;;;;;;
1;11;10;Irena;Řivnáčová;Ing.;;64;stavební inženýrka;Praha;1;1;1;0;;;;;;
1;11;11;Milan;Šimáček;Ing. Bc.;;51;ekonom, herec, publicista;Praha;1;99;1;0;;;;;;
1;11;12;Jan;Bruthans;MUDr.;CSc., FESC;65;lékař, kardiolog, VŠ učitel;Praha;1;1;1;0;;;;;;
1;11;13;Petr;Sýkora;Ing.;;49;ekonom, investiční poradce;Praha;1;1;1;0;;;;;;
1;11;14;Jitka;Trčková;MgA.;ak. soch.;68;ak.sochařka a etnografka;Praha;1;1;1;0;;;;;;
1;11;15;Vladimír;Říha;MUDr.;;64;lékař FN Motol, radní MČ;Praha;1;1;1;0;;;;;;
1;11;16;Dan;Drápal;;;64;publicista, překladatel;Praha;1;1;1;0;;;;;;
1;11;17;Tomáš;Jirsák;Mgr.;;41;VŠ učitel, tlumočník;Praha;1;1;1;0;;;;;;
1;11;18;Jarmila;Ledvinová;;;40;administrativní pracovnice;Praha;1;1;1;0;;;;;;
1;11;19;Miloslav;Müller;RNDr.;Ph.D.;37;meteorolog, VŠ učitel;Praha;1;1;1;0;;;;;;
1;11;20;Daniel;Kajpr;;;44;zahradník;Praha;1;1;1;0;;;;;;
1;11;21;Tereza;Procházková;Bc.;;26;projektová manažerka;Praha;1;1;1;0;;;;;;
1;11;22;Tomáš;Pavlů;Mgr.;;47;jednatel firmy Nejsme šmejdi;Praha;1;1;1;0;;;;;;
1;11;23;Daniel;Feranc;Mgr.;Ph.D.;33;teolog, historik;Praha;1;1;1;0;;;;;;
1;11;24;Ivana;Rousková;;;48;zdravotní sestra;Praha;1;1;1;0;;;;;;
1;11;25;Petr;Burgr;;;60;jednatel společnosti;Praha;1;1;1;0;;;;;;
1;11;26;Jiří;Král;Mgr.;;40;herec, podnikatel;Praha;1;1;1;0;;;;;;
1;11;27;Perla;Kuchtová;Ing.;Ph.D.;54;vysokoškolská pedagožka;Praha;1;1;1;0;;;;;;
1;11;28;Dan;Pikálek;Bc.;;42;učitel;Praha;1;1;1;0;;;;;;
1;11;29;Martina;Hlaváčová;Ing.;;32;architektka;Praha;1;99;1;0;;;;;;
1;11;30;Jan;Martínek;;;24;student;Praha;1;1;1;0;;;;;;
1;11;31;Ludmila;Kuchařová;Mgr.;;53;právnička;Praha;1;1;1;0;;;;;;
1;11;32;Jan;Bartůšek;Mgr.;;49;učitel;Praha;1;1;1;0;;;;;;
1;11;33;Tomáš;Svoboda;PhDr. Bc.;Ph.D.;40;vysokoškolský pedagog;Praha;1;1;1;0;;;;;;
1;11;34;Josef;Daniel;;;48;technik;Praha;1;1;1;0;;;;;;
1;11;35;Jan;Klouda;Ing.;;43;programátor;Praha;1;1;1;0;;;;;;
1;11;36;Eduard;Hulicius;Mgr.;MA;32;poradce, historik;Praha;1;1;1;0;;;;;;
1;12;1;Petr;Cibulka;;;62;nezávislý novinář;Praha;1;98;98;0;;;;;;
1;12;2;Jiří;Benýšek;;;23;student;Praha;1;99;98;0;;;;;;
1;12;3;Josef;Cafourek;;;65;podnikatel;Praha;1;99;98;0;;;;;;
1;12;4;Miroslav;Durdil;;;64;volný novinář;Praha;1;99;98;0;;;;;;
1;12;5;František;Kutina;;;56;automechanik;Praha;1;99;98;0;;;;;;
1;12;6;František;Staněk;;;57;zaměstnanec;Praha;1;99;98;0;;;;;;
1;12;7;Petr;Hejl;Ing.;CSc.;59;živnostník;Brno;3;99;98;0;;;;;;
1;12;8;Milan;Mikeš;Mgr. Bc.;;42;podnikatel;Římov;545007;99;98;0;;;;;;
1;12;9;Karel;Foltis;Ing.;;47;technik;Neplachovice;553158;99;98;0;;;;;;
1;12;10;Eva;Šnoblová;Mgr.;;57;učitelka;Kladno;532053;99;98;0;;;;;;
1;12;11;Stanislav;Vilím;;;42;letecký mechanik;Starý Kolín;533700;99;98;0;;;;;;
1;12;12;Roman;Froněk;;;55;živnostník;Beroun;531057;99;98;0;;;;;;
1;12;13;Jan;Bečka;;;35;koordinátor linky;Ohrazenice;577359;99;98;0;;;;;;
1;12;14;Jiří;Krejčů;;;45;učitel;Kamenice nad Lipou;548111;99;98;0;;;;;;
1;12;15;František;Matoušek;;;41;živnostník;Krásno;538337;99;98;0;;;;;;
1;12;16;Lenka;Šnebergová;;;54;učitelka;Železná Ruda;557528;99;98;0;;;;;;
1;12;17;Miroslav;Černota;;;55;zaměstnanec;Ostrov;555428;99;98;0;;;;;;
1;12;18;Václav;Macháček;;;36;živnostník;Žinkovy;558630;99;98;0;;;;;;
1;12;19;Daniel;Kyprý;;;27;skladový operátor;Čáslav;534005;99;98;0;;;;;;
1;12;20;Josef;Šmoldas;;;60;podnikatel;Olomouc;500496;99;98;0;;;;;;
1;12;21;Věroslav;Musil;;;24;učitel;Ústí nad Orlicí;579891;99;98;0;;;;;;
1;12;22;Petr;Lukáček;;;54;živnostník;Mladé Buky;579548;99;98;0;;;;;;
1;12;23;Ellen;Lokajová;;;54;brusička drahých kamenů;Kopidlno;573060;99;98;0;;;;;;
1;12;24;Zdeněk;Nosek;;;52;živnostník;Hostinné;579297;99;98;0;;;;;;
1;12;25;Mirko;Popelka;;;42;podnikatel;Zliv;545341;99;98;0;;;;;;
1;12;26;Pavel;Macek;;;50;technik;Hrdějovice;544558;99;98;0;;;;;;
1;12;27;Světlana;Vaňátková;;;44;strážná - psovod;Oslavany;583588;99;98;0;;;;;;
1;12;28;Miroslav;Viška;;;46;pojišťovací poradce;Letovice;581917;99;98;0;;;;;;
1;12;29;Ladislav;Fiedler;;;45;živnostník;Nová Bystřice;546798;99;98;0;;;;;;
1;12;30;Eva;Hauserová;;;28;pokladní;Červený Újezd;529532;99;98;0;;;;;;
1;12;31;Petr;Plzák;;;52;dělník;Ostrov;555428;99;98;0;;;;;;
1;12;32;Pavel;Drábek;;;53;dělník;Velké Přítočno;533033;99;98;0;;;;;;
1;12;33;Zdeněk;Prokop;;;49;svářeč;Dýšina;558851;99;98;0;;;;;;
1;12;34;Jan;Menčík;;;54;živnostník;Uhlířské Janovice;534498;99;98;0;;;;;;
1;12;35;Václav;Terč;;;60;údržbář;Pchery;532720;99;98;0;;;;;;
1;12;36;Barbora;Kašparová;;;22;studentka;Stehelčeves;532851;99;98;0;;;;;;
1;13;1;Leoš;Středa;MUDr.;;50;lékař;Praha;1;99;137;0;;;;;;
1;13;2;Silvia;Weiszová;;;46;předs. OS Českoslov. má vlast;Praha;1;137;137;0;;;;;;
1;13;3;Michal;Klusáček;Ing.;;34;letecký inženýr, předseda ČSNS;Praha;1;2;137;0;;;;;;
1;13;4;Marek;Blaško;Ing.;;37;ekonom;Praha;1;99;137;0;;;;;;
1;13;5;Milan;Purnoch;Mgr.;;51;pedagog;Praha;1;99;137;0;;;;;;
1;13;6;Vladimír;Ruml;Bc.;;25;studující VŠ - marketing;Praha;1;99;137;0;;;;;;
1;13;7;Marta;Chovancová;JUDr.;LL.M.;55;právník;Praha;1;99;137;0;;;;;;
1;13;8;Eva;Němečková;Ing.;;43;ekonom, regionální manažerka;Praha;1;99;137;0;;;;;;
1;13;9;Jakub;Říha;MUDr.;;42;lékař;Praha;1;99;137;0;;;;;;
1;13;10;Luděk;Kinkal;;DiS.;51;hud. skladatel, řed. festivalu;Praha;1;99;137;0;;;;;;
1;13;11;Vladimír;Němec;;;65;živnostník, místopř. strany;Praha;1;137;137;0;;;;;;
1;13;12;Miloslav;Kramný;MUDr.;;55;lékař;Praha;1;99;137;0;;;;;;
1;13;13;Vítězslav;Vávra;;;60;zpěvák;Praha;1;99;137;0;;;;;;
1;13;14;Miroslav;Pýcha;Ing.;;56;podnikatel v médiích;Praha;1;99;137;0;;;;;;
1;13;15;Ivan;Číla;;;61;podnikatel;Praha;1;137;137;0;;;;;;
1;13;16;Anna;Grabowská;;;54;znalkyně písma;Praha;1;99;137;0;;;;;;
1;13;17;Jan;Kobes;Ing.;;50;OSVČ;Praha;1;99;137;0;;;;;;
1;13;18;Eva;Beladová;;;52;referentka, předs.spol.vlastn.;Praha;1;99;137;0;;;;;;
1;13;19;Gabriela;Froňková Dousková;Mgr.;;43;OSVČ, odborn.na zahran. vztahy;Praha;1;99;137;0;;;;;;
1;13;20;Luděk;Kolomý;;;60;živnostník;Praha;1;99;137;0;;;;;;
1;13;21;Alena;Munzarová;;;40;asistentka vedení společnosti;Praha;1;99;137;0;;;;;;
1;13;22;Jindřich;Hodek;;;36;zást. velitele městské policie;Praha;1;99;137;0;;;;;;
1;13;23;Vlastimil;Novák;;;45;strážník městské policie;Praha;1;99;137;0;;;;;;
1;13;24;Jaroslav;Vavroš;Ing.;;25;obchodní zástupce;Praha;1;99;137;0;;;;;;
1;13;25;Jindřich;Procházka;;;57;OSVČ;Praha;1;99;137;0;;;;;;
1;13;26;Marcel;Semecký;;;51;manažer;Praha;1;137;137;0;;;;;;
1;13;27;Zuzana;Kabíčková;;;35;živnostník;Praha;1;99;137;0;;;;;;
1;13;28;Valdemar;Hloták;Ing.;CSc.;71;vědecko výzkumný pracovník;Praha;1;99;137;0;;;;;;
1;13;29;Gabriela;Pilařová;;;34;vedoucí vyhledávacího týmu;Praha;1;99;137;0;;;;;;
1;13;30;Ludmila;Matoušková;;;64;důchodkyně;Praha;1;99;137;0;;;;;;
1;13;31;Šárka;Holečková;;;23;sportovní manažerka;Praha;1;99;137;0;;;;;;
1;13;32;Miloslava;Votrubová;;;64;ekonom;Praha;1;99;137;0;;;;;;
1;13;33;Jindřich;Karlovský;Ing.;;59;letecký inženýr;Praha;1;99;137;0;;;;;;
1;13;34;Andrea;Vojtíšková;;;44;zubní hygienik;Praha;1;99;137;0;;;;;;
1;13;35;Veronika;Bayerová;;;43;pracovnice v cestovním ruchu;Praha;1;99;137;0;;;;;;
1;13;36;František;Dykast;;;63;důchodce;Praha;1;99;137;0;;;;;;
1;14;1;Jiří;Ratvaj;;;74;důchodce;Praha;1;132;132;0;;;;;;
1;15;1;Zdeněk;Žák;Bc.;;45;ministr dopravy ČR;Brno;3;99;724;0;;;;;;
1;15;2;Luboš;Smrčka;Doc. Ing.;CSc.;52;vysokoškolský pedagog;Praha;1;724;724;0;;;;;;
1;15;3;Zakaría;Nemrah;;;23;manažer ve stavební firmě;Praha;1;724;724;0;;;;;;
1;15;4;Vlasta;Janková;MUDr.;;62;praktický lékař;Praha;1;724;724;0;;;;;;
1;15;5;Michael;Kroh;Doc. Ing.;CSc.;65;finanční a ekonomický poradce;Praha;1;724;724;0;;;;;;
1;15;6;Yvona;Legierská;Ing.;;57;vysokoškolský pedagog;Ostrava;4;99;724;0;;;;;;
1;15;7;Pavel;Pršala;Ing.;CSc.;61;ekonom a statistik;Praha;1;724;724;0;;;;;;
1;15;8;Vojtěch;Brettl;PhDr.;;35;OSVČ, finanční poradenství;Praha;1;724;724;0;;;;;;
1;15;9;Vítězslav;Bílek;;;68;OSVČ, místostarosta Prahy 11;Praha;1;724;724;0;;;;;;
1;15;10;Tomáš;Sekera;Mgr.;MBA;48;nezávislý konzultant;Praha;1;724;724;0;;;;;;
1;15;11;Jiří;Janda;;;54;obchodní ředitel THULE;Praha;1;724;724;0;;;;;;
1;15;12;Martina;Šimůnková;Ing.;;49;ved.oddělení ekologie Bulovka;Přerov nad Labem;537721;724;724;0;;;;;;
1;15;13;Jiří;Bejlovec;Bc.;;23;student Univerzita Karlova;Praha;1;724;724;0;;;;;;
1;15;14;Monika;Dvořáčková;Ing.;;31;projektová manažerka;Jesenice;539325;724;724;0;;;;;;
1;15;15;Miroslav;Franěk;Mgr.;;50;státní zaměstnanec;Praha;1;724;724;0;;;;;;
1;15;16;Sandra;Arbesová;Ing.;;30;marketingový poradce;Praha;1;724;724;0;;;;;;
1;15;17;Vlastimil;Havlíček;Mgr.;;41;OSVČ, mistr Evropy v plavání;Příbram;539911;724;724;0;;;;;;
1;15;18;Aleš;Vodička;Ing.;;42;nezávislý konzultant;Praha;1;724;724;0;;;;;;
1;15;19;Michaela;Šímová;Ing.;;46;ředitelka hotelu;Praha;1;724;724;0;;;;;;
1;15;20;Iveta;Dvořáková;;;45;vedoucí kosmetického studia;Sulice;538833;724;724;0;;;;;;
1;15;21;Jan;Brunner;;;63;důchodce;Praha;1;724;724;0;;;;;;
1;15;22;Petr;Talanda;Ing.;MBA;50;manažer;Praha;1;724;724;0;;;;;;
1;15;23;Jaroslav;Abt;;;40;manažer;Praha;1;724;724;0;;;;;;
1;15;24;Miloslav;Vondrys;;;55;OSVČ;Praha;1;724;724;0;;;;;;
1;15;25;Petr;Novák;;;57;projektový manažer;Dolní Břežany;539210;99;724;0;;;;;;
1;15;26;Martina;Doubětová;Mgr.;;43;manažerka;Praha;1;99;724;0;;;;;;
1;15;27;Milan;Mařík;Ing.;;53;OSVČ;Praha;1;724;724;0;;;;;;
1;15;28;Monika;Macíková;;;40;manažerka;Praha;1;724;724;0;;;;;;
1;15;29;Michaela;Kotoučová;;DiS.;35;realitní makléř;Praha;1;724;724;0;;;;;;
1;15;30;Pavel;Václavík;Bc.;;26;student FTVS;Praha;1;724;724;0;;;;;;
1;15;31;Vítězslava;Klimtová;;;72;spisovatelka;Pičín;541052;99;724;0;;;;;;
1;15;32;Vít;Vlček;JUDr.;;55;právník;Praha;1;724;724;0;;;;;;
1;15;33;Pavel;Václavík;;;49;podnikatel v autom.průmyslu;Praha;1;724;724;0;;;;;;
1;15;34;Naděžda;Konečná;;;50;OSVČ;Zeleneč;539066;724;724;0;;;;;;
1;15;35;Matyáš;Vondrášek;;;23;student VOŠ Palestra;Praha;1;724;724;0;;;;;;
1;15;36;Jiří;Kasík;MUDr.;Ph.D.;57;lékař-primář ÚVN;Praha;1;99;724;0;;;;;;
1;16;1;Ludvík;Adámek;;;58;OSVČ;Praha;1;762;762;0;;;;;;
1;16;2;Alžběta;Kalousková Šorfová;Mgr.;;45;OSVČ;Praha;1;99;762;0;;;;;;
1;16;3;Monika;Beranová;;;51;zaměstn. služeb cestov. ruchu;Praha;1;762;762;0;;;;;;
1;16;4;František;Beneš;;;54;zaměstnanec finan. sféra;Praha;1;762;762;0;;;;;;
1;16;5;Jaroslav;Vykysal;;;37;oblastní manažer;Praha;1;762;762;0;;;;;;
1;16;6;Aleš;Brichta;Ing.;;54;zpěvák, hudebník;Praha;1;99;762;0;;;;;;
1;16;7;Jana;Matějková;;;55;OSVČ;Praha;1;99;762;0;;;;;;
1;16;8;Petra;Benešová;Ing.;;29;vysokoškolský pedagog;Praha;1;762;762;0;;;;;;
1;16;9;Josef;Reiman;;;71;novinář;Praha;1;99;762;0;;;;;;
1;16;10;Karel;Adámek;Ing.;;61;zaměstn. bezpečn. agentury;Praha;1;99;762;0;;;;;;
1;16;11;Lukáš;Adámek;Bc.;;28;manažer;Praha;1;762;762;0;;;;;;
1;17;1;Milan;Šarapatka;Ing. Mgr.;Ph.D.;57;diplomat;Praha;1;99;792;0;;;;;;
1;17;2;Jan;Zilvar;;;48;manažer;Plzeň;2;792;792;0;;;;;;
1;17;3;Soňa;Brandeisová;;;70;viceprezidentka AČCKA;Praha;1;99;792;0;;;;;;
1;17;4;Jan;Krůta;;;67;spisovatel, publicista;Praha;1;99;792;0;;;;;;
1;17;5;Andrea;Volfová;Mgr.;;45;právnička;Praha;1;99;792;0;;;;;;
1;17;6;David;Červenka;Mgr.;;31;zástupce ředitelky v soc.služ.;Praha;1;99;792;0;;;;;;
1;17;7;Andrzej-Antoni;Groszek;;;57;manažer;Praha;1;99;792;0;;;;;;
1;17;8;Milan;Liška;;;57;režisér;Praha;1;99;792;0;;;;;;
1;17;9;Petr;Šefl;;;61;hudebník, pedagog;Praha;1;99;792;0;;;;;;
1;17;10;Jakub;Mařík;;;30;učitel;Praha;1;99;792;0;;;;;;
1;17;11;Aleš;Dudjak;Ing.;;34;vedoucí technické správy;Neratovice;535087;99;792;0;;;;;;
1;17;12;Jaroslav;Růžek;Ing.;CSc.;60;obchodní manager;Praha;1;99;792;0;;;;;;
1;17;13;Peter;Spálenka;Ing.;;66;technik;Praha;1;144;792;0;;;;;;
1;17;14;Milan;Krček;Ing.;;50;ředitel školy;Praha;1;99;792;0;;;;;;
1;17;15;Tomáš;Ludvík;;;32;designer;Žabovřesky;545368;99;792;0;;;;;;
1;17;16;Martin;Petřina;Ing.;;34;účetní;Praha;1;99;792;0;;;;;;
1;17;17;Přemysl;Tomášek;Ing.;;59;zástupce ředitele zahranič.ob.;Praha;1;99;792;0;;;;;;
1;17;18;Ivana;Dusilová;Ing.;;48;projektový manager;Praha;1;99;792;0;;;;;;
1;17;19;Michal;Stach;;;30;živnostník;Praha;1;99;792;0;;;;;;
1;17;20;Vítězslav;Benek;;;51;technicko hospodářský prac.;Praha;1;99;792;0;;;;;;
1;17;21;Michal;Sláma;;;31;příslušník městské policie;Bučovice;592943;99;792;0;;;;;;
1;17;22;Vítězslav;Žídek;Ing.;;58;stavební inženýr;Praha;1;99;792;0;;;;;;
1;17;23;Daniel;Koutný;;;31;ekonomický manager;Praha;1;99;792;0;;;;;;
1;17;24;Jiří;Čapek;;;36;živnostník;Praha;1;99;792;0;;;;;;
1;17;25;Stanislav;Chudý;Ing.;;74;stavební inženýr;Praha;1;99;792;0;;;;;;
1;17;26;Josef;Šperling;;;41;vynálezce;Praha;1;99;792;0;;;;;;
1;17;27;Tomáš;Novák;;;43;živnostník;Praha;1;99;792;0;;;;;;
1;17;28;Petr;Spilka;Bc.;;31;logistik;Praha;1;99;792;0;;;;;;
1;17;29;Václav;Klaus;;;57;kriminální policie;Praha;1;99;792;0;;;;;;
1;17;30;Jakub;Šefl;;DiS.;25;učitel;Praha;1;99;792;0;;;;;;
1;17;31;Bedřich;Glaser;;;55;výtvarník;Pětihosty;529656;99;792;0;;;;;;
1;17;32;Jan;Hora;;;29;programátor;Černuc;532207;99;792;0;;;;;;
1;17;33;Jan;Mlčoch;;;35;sociální pracovník;Uničov;505587;99;792;0;;;;;;
1;17;34;Jitka;Ježková;;;33;fotografka;Praha;1;99;792;0;;;;;;
1;17;35;Václav;Fabian;;;37;manager;Praha;1;99;792;0;;;;;;
1;17;36;František;Snopek;;;38;elektrotechnik;Chotilsko;540323;99;792;0;;;;;;
1;18;1;Jiří;Petřivalský;;;30;předseda kraj. org. DSSS Praha;Praha;1;156;156;0;;;;;;
1;18;2;Ladislav;Budz;;;37;hudebník;Praha;1;156;156;0;;;;;;
1;18;3;Jiří;Bubla;Mgr.;;41;OSVČ;Opava;505927;156;156;0;;;;;;
1;18;4;Jana;Sýkorová;Ing.;;45;finanční ředitelka;Praha;1;99;156;0;;;;;;
1;18;5;Petr;Günther;;;47;technické služby;Praha;1;156;156;0;;;;;;
1;18;6;Ivana;Szwachulová;;;51;sociální pracovnice;Praha;1;156;156;0;;;;;;
1;18;7;Tereza;Moravcová;;;22;asistentka;Praha;1;99;156;0;;;;;;
1;18;8;Jaroslav;Nový;;;53;živnostník;Praha;1;156;156;0;;;;;;
1;18;9;Petr;Puč;;;51;včelař;Praha;1;156;156;0;;;;;;
1;18;10;Libor;Sojka;;;58;podnikatel;Davle;539163;156;156;0;;;;;;
1;18;11;Alena;Zemanová;;;44;prodavačka;Praha;1;156;156;0;;;;;;
1;18;12;Milan;Müller;;;59;bezpečnostní pracovník;Praha;1;156;156;0;;;;;;
1;18;13;Helena;Šrámková;;;47;zdravotní sestra;Praha;1;99;156;0;;;;;;
1;18;14;Tomáš;Volešák;;;57;živnostník;Praha;1;156;156;0;;;;;;
1;18;15;Karel;Křivánek;;;49;gumař;Praha;1;156;156;0;;;;;;
1;18;16;Květoslava;Zborníková;;;55;masérka;Praha;1;156;156;0;;;;;;
1;18;17;Petr;Vokněr;;;24;pracovník technických služeb;Praha;1;156;156;0;;;;;;
1;18;18;Šárka;Šmolíková;;;27;barmanka;Praha;1;156;156;0;;;;;;
1;18;19;František;Jiránek;;;43;řidič;Čechtice;529486;156;156;0;;;;;;
1;18;20;Ladislava;Zahrádková;;;53;pečovatelka;Praha;1;156;156;0;;;;;;
1;18;21;Josef;Zeman;;;48;řidič;Praha;1;156;156;0;;;;;;
1;18;22;Rudolf;Šmejkal;;;48;skladník;Praha;1;99;156;0;;;;;;
1;18;23;Jiří;Šubrt;;;32;dělník;Praha;1;99;156;0;;;;;;
1;18;24;Lenka;Vaníčková;;;47;obsluha čerpací stanice;Praha;1;99;156;0;;;;;;
1;18;25;Tomáš;Heidl;;;45;elektrikář;Mnichovice;538493;99;156;0;;;;;;
1;18;26;Pavel;Vokněr;;;27;skladník;Praha;1;99;156;0;;;;;;
1;18;27;Jaroslava;Hlaváčková;;;68;důchodkyně;Praha;1;99;156;0;;;;;;
1;18;28;Petr;Holík;;;42;řidič;Praha;1;99;156;0;;;;;;
1;18;29;Michal;Hanuš;;;21;pracovník technických služeb;Praha;1;99;156;0;;;;;;
1;18;30;Marek;Dobříchovský;;;24;mechanik GPD;Kačice;532444;99;156;0;;;;;;
1;18;31;Šárka;Kořínková;;;42;obsluha čerpací stanice;Praha;1;99;156;0;;;;;;
1;18;32;Zbyněk;Hájek;;;34;řidič;Praha;1;99;156;0;;;;;;
1;18;33;Eva;Dvorská;;;45;prodavačka;Praha;1;99;156;0;;;;;;
1;18;34;Jiřina;Vokněrová;;;49;uklizečka;Praha;1;156;156;0;;;;;;
1;18;35;Michaela;Uhlářová;;;21;studentka;Praha;1;99;156;0;;;;;;
1;18;36;Roman;Zobánek;;;41;řidič;Praha;1;99;156;0;;;;;;
1;20;1;Andrej;Babiš;Ing.;;59;podnikatel;Průhonice;539571;768;768;0;;;;;;
1;20;2;Helena;Válková;prof. JUDr.;CSc.;62;vysokoškolský pedagog;Praha;1;99;768;0;;;;;;
1;20;3;Jiří;Zlatuška;prof. RNDr.;CSc.;56;vysokoškolský profesor;Brno;3;768;768;0;;;;;;
1;20;4;Jiří;Holeček;Bc.;;41;podnikatel;Praha;1;768;768;0;;;;;;
1;20;5;Matěj;Fichtner;PhDr. Ing.;MBA;29;analytik;Praha;1;768;768;0;;;;;;
1;20;6;Petr;Kvíčala;Mgr.;;38;sociální antropolog;Praha;1;768;768;0;;;;;;
1;20;7;Alan;Hackl;Ing.;;52;manažer;Praha;1;768;768;0;;;;;;
1;20;8;Jiří;Špaňhel;Ing.;;63;rostlinolékař;Praha;1;768;768;0;;;;;;
1;20;9;Monika;Červíčková;Ing.;;46;podnikatelka;Praha;1;768;768;0;;;;;;
1;20;10;Petr;Novotný;Mgr.;;28;patentový zástupce-právník;Praha;1;768;768;0;;;;;;
1;20;11;Karel;Pulgret;;;33;OSVČ;Praha;1;768;768;0;;;;;;
1;20;12;Jan;Říčař;;MBA;29;podnikatel;Praha;1;768;768;0;;;;;;
1;20;13;Radek;Lacko;Ing.;;45;ekonom;Praha;1;768;768;0;;;;;;
1;20;14;Martin;Růžička;Bc.;;29;manažer;Uherské Hradiště;592005;768;768;0;;;;;;
1;20;15;Petr;Jetmar;;;58;podnikatel;Dobřejovice;538167;768;768;0;;;;;;
1;20;16;Petr;Venclíček;;;29;podnikatel;Praha;1;768;768;0;;;;;;
1;20;17;Romana;Bocková;Ing.;;46;podnikatelka;Praha;1;768;768;0;;;;;;
1;20;18;Alena;Špitálská;Ing.;;61;OSVČ;Praha;1;768;768;0;;;;;;
1;20;19;Jaroslav;Oupic;Ing.;;59;podnikatel;Praha;1;768;768;0;;;;;;
1;20;20;Martin;Polách;Ing. arch.;;34;architekt;Praha;1;768;768;0;;;;;;
1;20;21;Vasil Silvestr;Pekar;Ing.;Ph.D.;67;technický ředitel;Praha;1;768;768;0;;;;;;
1;20;22;Radka;Hrdličková;Bc.;;35;asistentka;Praha;1;768;768;0;;;;;;
1;20;23;Milan;Jankovský;Ing.;;27;PR manažer;Praha;1;768;768;0;;;;;;
1;20;24;Martin;Slabý;;;46;podnikatel;Praha;1;768;768;0;;;;;;
1;20;25;Jakub;Širc;;;21;student;Praha;1;768;768;0;;;;;;
1;20;26;Ladislav;Kos;Ing.;;55;podnikatel;Praha;1;195;768;0;;;;;;
1;20;27;Josef;Prokop;MVDr.;;58;veterinář;Praha;1;768;768;0;;;;;;
1;20;28;Vladislava;Veselá;JUDr.;;29;právník;Praha;1;768;768;0;;;;;;
1;20;29;Tomáš;Michal;Ing.;;35;podnikatel;Praha;1;768;768;0;;;;;;
1;20;30;Karel;Rýdl;Bc.;;28;manažer;Praha;1;768;768;0;;;;;;
1;20;31;Darina;Wiedermann Janíčková;Mgr.;;32;podnikatelka;Praha;1;768;768;0;;;;;;
1;20;32;Jarmila;Bendová;Ing.;;48;podnikatelka;Praha;1;768;768;0;;;;;;
1;20;33;Zdeněk;Pistora;Ing.;;54;podnikatel;Praha;1;768;768;0;;;;;;
1;20;34;Jiří;Zíka;PhDr.;;60;psycholog;Praha;1;768;768;0;;;;;;
1;20;35;Martin;Landa;;;29;technik;Praha;1;768;768;0;;;;;;
1;20;36;Radim;Menšík;Ing.;;67;ekonom;Praha;1;768;768;0;;;;;;
1;21;1;Marta;Semelová;Mgr.;;53;pedagožka;Praha;1;47;47;0;;;;;;
1;21;2;Jiří;Dolejš;Ing.;;52;ekonom;Praha;1;47;47;0;;;;;;
1;21;3;Dagmar;Gušlbauerová;;;60;samostatný referent;Praha;1;47;47;0;;;;;;
1;21;4;Milan;Krajča;;;30;rodičovská dovolená;Praha;1;47;47;0;;;;;;
1;21;5;Ludvík;Šulda;;BBA;34;ekonom;Praha;1;47;47;0;;;;;;
1;21;6;Ivan;Hrůza;JUDr.;;59;podnikový právník;Praha;1;47;47;0;;;;;;
1;21;7;Lubomír;Ledl;JUDr.;;61;ředitel obchodní společnosti;Praha;1;74;47;0;;;;;;
1;21;8;Jiří;Horák;PhDr.;CSc.;60;ředitel obchodní společnosti;Praha;1;47;47;0;;;;;;
1;21;9;Marcela;Fraňková;;;51;referentka právních činností;Praha;1;47;47;0;;;;;;
